Jugador,Puesto,Equipo,Cotizacion,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,PCG,AcG,PrG,PCT,AcT,PrT,G,GJ,GP,GV,GR,GC,VF,VI,TA,TR,PE,PA
"González, Sergio",DEL,Lanús,400000,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,2.0,9.0,4.5,2.0,9.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Llinas, Matías",DEL,Lanús,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Melano, Lucas",DEL,Lanús,3400000,0,6,4,3,38,5,4,4,13,5,4,4,0,5,4,12.0,93.0,7.75,13.0,99.0,7.62,5.0,5.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Melivilo, Facundo",DEL,Lanús,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Valdez Chamorro, Jorge",DEL,Lanús,2500000,0,0,4,4,0,0,0,0,0,0,5,0,5,0,0,4.0,18.0,4.5,4.0,18.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Pocrnjic, Luciano",ARQ,Newells Old Boys,2800000,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2.0,6.0,3.0,2.0,6.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Unsain, Luis",ARQ,Newells Old Boys,900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ustari, Oscar",ARQ,Newells Old Boys,4700000,-1,8,8,6,11,4,8,8,2,8,9,5,3,0,0,11.0,72.0,6.55,13.0,79.0,6.08,0.0,0.0,0.0,0.0,13.0,0.0,1.0,6.0,2.0,0.0,0.0,1.0
"Baez, Gabriel",DEF,Newells Old Boys,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.0,4.0,4.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cáceres, Marcos",DEF,Newells Old Boys,4300000,4,7,5,7,6,6,0,7,5,7,7,5,4,5,0,11.0,64.0,5.82,13.0,75.0,5.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0
"Casco, Milton",DEF,Newells Old Boys,4400000,4,7,5,8,4,11,3,8,6,7,6,5,2,0,0,11.0,65.0,5.91,13.0,76.0,5.85,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,0.0,0.0,0.0
"Corvalán, Claudio",DEF,Newells Old Boys,3500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Escobar, Franco",DEF,Newells Old Boys,2500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.0,3.0,3.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Fernández, Leandro",DEF,Newells Old Boys,2000000,5,7,7,7,7,6,5,8,4,5,8,5,4,3,4,13.0,73.0,5.62,15.0,85.0,5.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0
"López, Víctor",DEF,Newells Old Boys,5200000,0,8,7,8,6,3,4,7,0,0,5,5,0,5,4,10.0,54.0,5.4,11.0,62.0,5.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0
"Martínez, Sebastián",DEF,Newells Old Boys,3600000,0,0,0,0,0,0,0,8,4,8,0,0,0,0,0,3.0,20.0,6.67,3.0,20.0,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"Paz, Nehuén",DEF,Newells Old Boys,2100000,4,0,0,0,0,0,0,0,0,15,0,0,4,2,1,4.0,22.0,5.5,5.0,26.0,5.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0
"Pollacchi, Maxi",DEF,Newells Old Boys,1600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Valle, Jonathan",DEF,Newells Old Boys,1100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Agüero, José",VOL,Newells Old Boys,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Bernardello, Hernán",VOL,Newells Old Boys,3500000,-1,0,6,7,3,0,0,6,0,0,3,5,5,2,6,9.0,43.0,4.78,10.0,42.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0
"Bustamante, Facundo",VOL,Newells Old Boys,1400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Castro, Alexis Nicolás",VOL,Newells Old Boys,4000000,0,5,6,6,14,3,4,6,4,5,4,5,0,5,5,12.0,67.0,5.58,13.0,72.0,5.54,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Faravelli, Lorenzo",VOL,Newells Old Boys,3400000,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1.0,4.0,4.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Fattori, Federico",VOL,Newells Old Boys,1100000,6,0,0,0,0,0,2,0,0,6,0,0,4,0,0,3.0,12.0,4.0,4.0,18.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Figueroa, Víctor",VOL,Newells Old Boys,4400000,11,11,5,5,4,5,5,13,0,12,5,5,0,0,0,9.0,59.0,6.56,11.0,81.0,7.36,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Mateo, Diego",VOL,Newells Old Boys,3900000,0,0,0,0,0,0,0,13,5,11,6,2,0,5,3,7.0,45.0,6.43,7.0,45.0,6.43,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
"Neira, Juan",VOL,Newells Old Boys,1600000,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,2.0,8.0,4.0,2.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Orzán, Horacio",VOL,Newells Old Boys,3500000,0,5,0,6,5,4,3,0,0,5,4,5,0,0,0,7.0,32.0,4.57,8.0,37.0,4.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Rodríguez, Denis",VOL,Newells Old Boys,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Rodríguez, Maxi",VOL,Newells Old Boys,8000000,9,14,3,20,2,4,0,5,4,5,6,5,14,7,0,11.0,75.0,6.82,13.0,98.0,7.54,6.0,4.0,2.0,2.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0
"Silva, Iván",VOL,Newells Old Boys,600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Torres, Joaquín",VOL,Newells Old Boys,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Villalba, Hernán",VOL,Newells Old Boys,3500000,3,5,5,4,6,6,5,0,4,0,0,0,4,0,0,7.0,34.0,4.86,9.0,42.0,4.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Figueroa, Leandro",DEL,Newells Old Boys,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Fydriszewski, Francisco",DEL,Newells Old Boys,900000,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,2.0,8.0,4.0,2.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Ponce, Ezequiel",DEL,Newells Old Boys,3500000,0,0,0,0,0,0,4,10,5,5,0,15,-1,0,4,7.0,42.0,6.0,7.0,42.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0
"Scocco, Ignacio",DEL,Newells Old Boys,5500000,4,5,4,6,12,10,2,0,4,0,0,0,6,5,6,9.0,55.0,6.11,11.0,64.0,5.82,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Tévez, Mauricio",DEL,Newells Old Boys,2000000,5,0,0,0,0,0,0,6,5,0,0,5,3,4,4,6.0,27.0,4.5,7.0,32.0,4.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Tonso, Martín",DEL,Newells Old Boys,4100000,5,0,0,0,5,5,5,0,0,0,0,0,0,0,4,4.0,19.0,4.75,5.0,24.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Vieyra, Juan",DEL,Newells Old Boys,1100000,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1.0,5.0,5.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Friedrich, Guillermo",ARQ,Nueva Chicago,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Lanzillota, Federico",ARQ,Nueva Chicago,1800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sánchez, Alejandro",ARQ,Nueva Chicago,1000000,2,4,5,3,5,6,10,4,11,14,4,2,14,3,3,13.0,84.0,6.46,15.0,90.0,6.0,0.0,0.0,0.0,0.0,22.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0
"Tauber, Nicolás",ARQ,Nueva Chicago,3800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Acevedo, Lucas",DEF,Nueva Chicago,2400000,5,0,0,0,0,0,0,0,0,0,0,0,8,4,2,3.0,14.0,4.67,4.0,19.0,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
"Arias, Mauricio",DEF,Nueva Chicago,2700000,5,4,5,0,0,0,0,5,5,6,0,4,7,0,0,8.0,32.0,4.0,10.0,41.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,0.0
"Aveldaño, Lucas",DEF,Nueva Chicago,4000000,0,13,6,3,17,6,4,5,0,0,4,4,8,5,5,11.0,67.0,6.09,12.0,80.0,6.67,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
"Caballero, Leandro",DEF,Nueva Chicago,2800000,0,0,0,0,3,4,2,0,0,0,0,0,0,0,0,3.0,9.0,3.0,3.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Caballero, Martín",DEF,Nueva Chicago,3400000,0,0,0,0,0,4,4,0,7,6,5,0,0,0,3,6.0,29.0,4.83,6.0,29.0,4.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"Correa, Pablo",DEF,Nueva Chicago,2300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Espíndola, Rodrigo",DEF,Nueva Chicago,2100000,0,0,0,0,0,0,0,5,8,8,0,0,0,0,0,3.0,21.0,7.0,3.0,21.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"Galarza, Marcos",DEF,Nueva Chicago,3700000,5,2,5,4,0,0,0,4,7,7,4,3,5,0,0,8.0,39.0,4.88,10.0,46.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0
"Masuero, Abel",DEF,Nueva Chicago,4000000,6,1,5,5,4,3,-1,0,8,6,1,1,0,3,5,11.0,40.0,3.64,13.0,47.0,3.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0,0.0,0.0
"Monteagudo, Juan Cruz",DEF,Nueva Chicago,1800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sainz, Nicolás",DEF,Nueva Chicago,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Benavídez, Exequiel",VOL,Nueva Chicago,3000000,0,5,4,5,0,3,4,0,0,0,0,0,0,0,4,5.0,20.0,4.0,6.0,25.0,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"De la Fuente, Fernando",VOL,Nueva Chicago,1900000,0,0,0,0,4,0,0,0,0,0,0,6,6,5,3,6.0,24.0,4.0,6.0,24.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
"Gagliardi, Alejandro",VOL,Nueva Chicago,3900000,6,4,0,1,0,0,0,0,5,4,4,0,0,0,0,4.0,14.0,3.5,6.0,24.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Giménez, Nicolás",VOL,Nueva Chicago,400000,0,0,0,0,3,0,0,5,0,0,3,4,0,0,0,4.0,15.0,3.75,4.0,15.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Lemos, Damián",VOL,Nueva Chicago,3800000,7,7,6,4,5,5,3,4,6,7,3,4,4,5,0,12.0,56.0,4.67,14.0,70.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
"Pansardi, Nahuel",VOL,Nueva Chicago,1000000,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1.0,5.0,5.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prichoda, Lihué",VOL,Nueva Chicago,3800000,4,7,5,4,0,4,0,0,0,0,0,0,5,4,5,6.0,27.0,4.5,8.0,38.0,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Puch, Mariano",VOL,Nueva Chicago,2000000,5,0,0,0,9,6,6,5,5,5,5,4,4,0,0,9.0,49.0,5.44,10.0,54.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
"Ramírez Agudelo, José",VOL,Nueva Chicago,2300000,5,6,5,4,5,0,0,0,0,0,0,0,4,5,0,5.0,23.0,4.6,7.0,34.0,4.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Rizzo, Nicolás",VOL,Nueva Chicago,1400000,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,2.0,9.0,4.5,2.0,9.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Vera, Matías",VOL,Nueva Chicago,300000,0,0,0,0,0,0,0,6,4,4,5,4,0,0,0,5.0,23.0,4.6,5.0,23.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Baldunciel, Lucas",DEL,Nueva Chicago,1600000,0,0,0,2,5,5,4,0,5,5,0,0,0,5,4,8.0,35.0,4.38,8.0,35.0,4.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Defederico, Matías",DEL,Nueva Chicago,4500000,6,7,0,5,6,4,5,4,0,0,0,3,0,0,4,7.0,31.0,4.43,9.0,44.0,4.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Gazale, Daúd",DEL,Nueva Chicago,2500000,0,0,0,0,6,0,0,0,0,0,2,0,5,0,3,4.0,16.0,4.0,4.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Gómez, Christian",DEL,Nueva Chicago,4700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Lentini, Ramón",DEL,Nueva Chicago,2800000,10,14,4,3,0,0,4,0,0,0,0,4,5,4,4,7.0,28.0,4.0,9.0,52.0,5.78,2.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Ruiz, Pablo",DEL,Nueva Chicago,2000000,-1,0,0,0,0,0,0,9,5,6,6,5,4,4,3,8.0,42.0,5.25,9.0,41.0,4.56,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0
"Solignac, Luis",DEL,Nueva Chicago,2000000,4,4,16,4,5,5,12,5,4,6,0,0,0,0,0,8.0,57.0,7.13,10.0,65.0,6.5,2.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Bilbao, Emanuel",ARQ,Olimpo de BB,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Champagne, Nereo",ARQ,Olimpo de BB,4200000,2,14,4,2,9,9,9,4,8,3,9,4,9,3,4,13.0,77.0,5.92,15.0,93.0,6.2,0.0,0.0,0.0,0.0,14.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0
"Torres, Ignacio",ARQ,Olimpo de BB,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Viola, Ezequiel",ARQ,Olimpo de BB,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Furios, Iván",DEF,Olimpo de BB,4000000,2,6,5,0,6,8,8,6,6,4,5,2,0,5,0,10.0,55.0,5.5,12.0,63.0,5.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0
"Herrera, Marcelo",DEF,Olimpo de BB,2100000,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1.0,7.0,7.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Martínez, Adrián",DEF,Olimpo de BB,4000000,5,5,2,4,5,0,7,2,7,2,0,0,0,0,0,7.0,29.0,4.14,9.0,39.0,4.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0
"Moiraghi, Néstor",DEF,Olimpo de BB,3500000,6,2,0,-1,0,6,7,3,7,0,0,5,8,4,6,9.0,45.0,5.0,11.0,53.0,4.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,0.0,0.0
"Parnisari, Ezequiel",DEF,Olimpo de BB,2600000,5,7,3,4,6,8,0,0,6,0,6,0,7,6,4,9.0,50.0,5.56,11.0,62.0,5.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0
"Quiroga, Juan",DEF,Olimpo de BB,2900000,4,0,0,0,0,0,0,0,0,5,8,6,7,4,4,6.0,34.0,5.67,7.0,38.0,5.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
"Sills, Juan",DEF,Olimpo de BB,2900000,0,7,0,0,0,0,0,0,0,4,7,3,8,4,7,6.0,33.0,5.5,7.0,40.0,5.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0
"Villanueva, Cristian",DEF,Olimpo de BB,3000000,0,0,5,3,6,6,6,5,6,0,7,0,0,0,0,8.0,44.0,5.5,8.0,44.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0
"Acosta, Joel",VOL,Olimpo de BB,2600000,6,5,2,5,5,0,0,0,5,3,2,3,5,6,4,10.0,40.0,4.0,12.0,51.0,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
"Amoroso, Joel",VOL,Olimpo de BB,2500000,0,0,0,0,0,4,5,5,5,5,6,5,4,5,5,10.0,49.0,4.9,10.0,49.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Blanco, Jonatan",VOL,Olimpo de BB,2900000,12,4,5,0,0,0,0,0,2,5,4,19,6,5,5,8.0,51.0,6.38,10.0,67.0,6.7,2.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0
"Bolaños, Alex",VOL,Olimpo de BB,3200000,0,0,0,4,3,2,5,5,0,0,3,0,0,0,0,6.0,22.0,3.67,6.0,22.0,3.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
"Cobo, Juan",VOL,Olimpo de BB,3100000,6,5,3,11,5,6,5,4,5,4,5,4,5,4,7,13.0,68.0,5.23,15.0,79.0,5.27,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
"Colace, Hugo",VOL,Olimpo de BB,3000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Encina, Hernán",VOL,Olimpo de BB,4500000,5,4,4,2,6,8,4,4,0,0,0,7,5,5,11,10.0,56.0,5.6,12.0,65.0,5.42,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0
"Lincopan, José R",VOL,Olimpo de BB,600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mansilla, Jacobo",VOL,Olimpo de BB,3000000,5,5,0,4,5,3,2,4,4,0,0,5,5,6,10,10.0,48.0,4.8,12.0,58.0,4.83,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
"Porcari, Matías",VOL,Olimpo de BB,500000,0,0,5,5,4,0,0,0,0,5,4,0,0,0,0,5.0,23.0,4.6,5.0,23.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sosa, Diego",VOL,Olimpo de BB,2300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Vega, David",VOL,Olimpo de BB,2700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Veras Piris, Lucas",VOL,Olimpo de BB,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Vidal, Marcelo",VOL,Olimpo de BB,3000000,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1.0,4.0,4.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Gaona Lugo, Orlando",DEL,Olimpo de BB,2000000,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,2.0,9.0,4.5,2.0,9.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Klusener, Gonzalo",DEL,Olimpo de BB,2000000,0,0,5,4,4,5,3,4,4,2,3,10,0,2,0,11.0,46.0,4.18,11.0,46.0,4.18,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
"Nequecaur, Luciano",DEL,Olimpo de BB,900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Royón, Nicolás",DEL,Olimpo de BB,1900000,4,4,0,5,4,4,0,0,0,0,5,12,4,0,0,6.0,34.0,5.67,8.0,42.0,5.25,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Soñer, Javier",DEL,Olimpo de BB,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Susvielles, Joaquín",DEL,Olimpo de BB,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
